,Unnamed: 0,word,count,Translation,pos
178,178,वरती,3,Above,ADP
179,179,काहीवेळा,3,Sometimes,ADV
180,180,पूर्वीच्या,3,Earlier,ADV
181,181,दक्षिणेस,2,South,NOUN
182,182,यंदाचे,2,This year,NOUN
183,183,दीर्घकाळापर्यंत,2,Prolonged,ADV
184,184,दरमहा,2,Per month,NOUN
185,185,यंदाच्या,2,Yearly,ADV
186,186,यावर्षी,2,This year,NOUN
187,187,वर्षभर,2,Yearly,ADV
188,188,सुरुवातीला,2,At the beginning,ADV
189,189,दर,2,Rate,NOUN
190,190,मागच्या,2,Back,ADV
191,191,सुरूवातीला,2,At the beginning,ADV
192,192,यापुढे,2,No longer,NOUN
193,193,समोरच्या,2,Frontal,NOUN
194,194,मध्येच,2,In the meantime,NOUN
195,195,शेजारी,2,Neighbor,NOUN
196,196,पूर्व,2,East,NOUN
197,197,वरचा,2,Upper,ADV
198,198,पूर्वीपासून,2,Sincerely,ADV
199,199,फॉरवर्ड,2,Forward,ADV
200,200,नेहमीच्या,2,Usual,ADV
201,201,नेहमीची,2,Usual,ADV
202,202,बाहेरून,2,Externally,ADV
203,203,सामोरे,2,To deal with,NOUN
204,204,नुकतेच,2,Recently,ADV
205,205,नुकताच,2,Recently,ADV
206,206,नित्य,2,Routine,ADV
207,207,नंतरही,2,Even after,NOUN
208,208,मगच,2,Only,ADV
209,209,नंतरचा,2,Subsequent,ADV
210,210,पाठोपाठ,2,Followed,ADV
211,211,मध्यम,2,Medium,NOUN
212,212,शेवट,2,End,NOUN
213,213,सध्याचे,2,Present,ADV
214,214,दुरुन,2,Away,ADV
215,215,आजचे,2,Icing,ADV
216,216,इथपर्यंत,2,Up to,NOUN
217,217,अवतीभवती,2,Unprecedented,ADV
218,218,उत्तर,2,Reply,NOUN
219,219,आगामी,2,Coming,ADV
220,220,जवळचा,2,Close,ADV
221,221,आजकाल,2,Nowadays,NOUN
222,222,इथल्या,2,Here,ADV
223,223,आजच,2,Today,NOUN
224,224,आजूबाजूचे,2,Surrounded,ADV
225,225,आधीचे,2,Preceding,ADV
226,226,आधीपासून,2,Already,ADV
227,227,इथं,2,Here,ADV
228,228,आजपण,2,Today,NOUN
229,229,जिथून,2,Where,ADV
230,230,इकडे,2,Here,ADV
231,231,जागोजागी,2,Inquiry,NOUN
232,232,इकडून,2,So,ADV
233,233,अलीकडच्या,2,Recent,NOUN
234,234,अलीकडेच,2,Recently,ADV
235,235,आतून,2,Inside,ADP
236,236,आतापर्यंतच्या,2,So far,NOUN
237,237,अलिकडच्या,2,Recent,NOUN
238,238,उशीरा,2,Late,ADV
239,239,अन्यत्र,2,Elsewhere,ADV
240,240,अखेरचा,2,Final,ADV
241,241,अनेकवेळा,2,Often,ADV
242,242,उशिराने,2,Late,ADV
243,243,त्याचवेळी,2,At the same time,NOUN
244,244,अचानक,2,Sudden,ADV
245,245,आतील,2,Inner,NOUN
246,246,आतापासूनच,1,From now on,NOUN
247,247,योग्यवेळी,1,At the right time,NOUN
248,248,लवकरच्या,1,Early,ADV
249,249,रातोरात,1,Overnight,NOUN
250,250,रात्रभर,1,Overnight,NOUN
251,251,लगत,1,Adjacent,ADV
252,252,रोजच्याप्रमाणे,1,As everyday,NOUN
253,253,लगेचच्याच,1,Immediate,NOUN
254,254,रात्रीचे,1,Nightmare,NOUN
255,255,आत्तापर्यंत,1,Until now,NOUN
256,256,आत्तापर्यंतचा,1,Till now,NOUN
257,257,आधीपर्यंत,1,By the time,NOUN
258,258,रोजच्या,1,Everyday,ADV
259,259,आधीचा,1,Preceding,ADV
260,260,आमने,1,To have,ADV
261,261,येथेही,1,Even here,ADV
262,262,दक्षिणेमधील,1,In the south,NOUN
263,263,आसपास,1,Around,ADP
264,264,येथूनही,1,From here,ADV
265,265,एकदम,1,Solely,ADV
266,266,मध्यरात्रीपर्यंत,1,Until midnight,NOUN
267,267,उद्याही,1,Tomorrow,NOUN
268,268,उत्तरेस,1,North,NOUN
269,269,उत्तरेतील,1,North,NOUN
270,270,मध्यावर,1,In the middle,NOUN
271,271,उत्तरेत,1,North,NOUN
272,272,उत्तरेच्या,1,North,NOUN
273,273,मागं,1,Back,ADV
274,274,उत्तरेकडे,1,North,NOUN
275,275,उत्तरेकडील,1,Northern,NOUN
276,276,उत्तरार्धात,1,In the second half,NOUN
277,277,मागेमागे,1,Backward,NOUN
278,278,उंचावरून,1,Highly,ADV
279,279,यंदाचा,1,This year,NOUN
280,280,इथे,1,Here,ADV
281,281,यादरम्यान,1,Between,ADP
282,282,लांबूनच,1,Extended,ADV
283,283,यापूर्वी,1,Before,ADP
284,284,इथ,1,Ethe,NOUN
285,285,इतरत्र,1,Elsewhere,ADV
286,286,लांबून,1,Longly,ADV
287,287,वरवर,1,Unprecedented,ADV
288,288,लागूनच,1,By,ADP
289,289,लागोपाठच्या,1,Premature,NOUN
290,290,संगमाजवळ,1,Close,ADV
291,291,आजची,1,Today's,NOUN
292,292,सगळीकडे,1,Everywhere,ADV
293,293,सदैव,1,Always,NOUN
294,294,सद्यस्थितीत,1,At present,NOUN
295,295,सध्याचा,1,Present,ADV
296,296,आग्नेयेला,1,Southeast,NOUN
297,297,अशावेळीही,1,Even at this time,NOUN
298,298,समयी,1,Time,NOUN
299,299,समोरच्याच,1,Front,NOUN
300,300,समोरासमोर,1,Face -to -face,NOUN
301,301,अलिकडील,1,Recent,NOUN
302,302,सामने,1,Mattress,NOUN
303,303,सुमरे,1,Camere,ADV
304,304,अद्यापही,1,Still,ADV
305,305,अद्यापपर्यंत,1,Yet,ADV
306,306,सुरवातीच्या,1,Preliminary,ADV
307,307,सुरुवातीच्या,1,Initial,ADV
308,308,अखेरच्या,1,Final,ADV
309,309,सुरुवातीलाच,1,Initial,ADV
310,310,सुरूवातीपासूनच,1,From the beginning,ADV
311,311,सुरूवातीलाच,1,Underway,NOUN
312,312,सूर्योदयापूर्वीच,1,Before the sunrise,NOUN
313,313,आजतागायत,1,Today,NOUN
314,314,शेवटही,1,End,NOUN
315,315,आजपर्यंतची,1,Astonish,ADV
316,316,वर्षानुवर्षापासून,1,Yearly,ADV
317,317,आतापासून,1,From now on,NOUN
318,318,वरचे,1,Upstairs,NOUN
319,319,वरचेवर,1,Upper,ADV
320,320,आतादेखील,1,Even now,NOUN
321,321,आताच्या,1,Present,ADV
322,322,वरपर्यंत,1,Upward,ADV
323,323,एकवार,1,Once,ADV
324,324,आताचे,1,Now,ADV
325,325,आताच,1,Now,ADV
326,326,आतमधे,1,Intestinal,ADV
327,327,वर्षानुवर्षे,1,Years,NOUN
328,328,शेवटचा,1,Last,ADV
329,329,आतपर्यंत,1,Inward,NOUN
330,330,विरुद्ध,1,Contrary,ADV
331,331,वेळेत,1,In time,NOUN
332,332,आजवरच्या,1,Annoying,ADV
333,333,शतकानुशतके,1,Centuries,NOUN
334,334,शेजारच्या,1,Neighbor,NOUN
335,335,आजवरची,1,Today,NOUN
336,336,शेजारील,1,Neighboring,ADV
337,337,शेजारून,1,Neighbor,NOUN
338,338,आजमितीला,1,Today,NOUN
339,339,एकदाच,1,Once,ADV
340,340,मधेच,1,Between,ADP
341,341,मधोंमध,1,Honey,NOUN
342,342,दक्षिणेपर्यंत,1,South,NOUN
343,343,नंतरची,1,Latter,NOUN
344,344,ठिकठिकाणांवर,1,At the scene,NOUN
345,345,ज्यावेळी,1,At times,NOUN
346,346,नजीकच्या,1,Near,ADP
347,347,जेव्हापासून,1,Ever since,NOUN
348,348,नुकतंच,1,Recently,ADV
349,349,जेव्हा,1,When,ADV
350,350,जेथून,1,Out,ADP
351,351,जिथपर्यंत,1,Where to,NOUN
352,352,जिकडे,1,All,ADV
353,353,नेहमीपेक्षा,1,Than usual,ADV
354,354,नेहमीप्रमाणे,1,As usual,ADV
355,355,जवळपासच,1,Around,ADP
356,356,जवळजवळच्या,1,Unaccountable,ADV
357,357,परवापरवापर्यंत,1,Until the permits,NOUN
358,358,पर्यंत,1,Up to,NOUN
359,359,पर्यत,1,Uphill,NOUN
360,360,पर्वा,1,Regardless,ADV
361,361,जवळचेच,1,Neat,NOUN
362,362,पलीकडचे,1,Beyond,ADP
363,363,पलीकडच्या,1,Beyond,ADP
364,364,गतवर्षी,1,Last year,ADV
365,365,पश्चिमी,1,Western,ADV
366,366,खालोखाल,1,Below,ADP
367,367,पश्चिमेस,1,On the west,ADV
368,368,पश्‍चिम,1,West,NOUN
369,369,पश्‍चिमेकडच्या,1,Nest,ADV
370,370,डावीकडे,1,Left,ADV
371,371,नंतरच,1,Only,ADV
372,372,तत्कालीन,1,Subsequent,ADV
373,373,तिथं,1,There,ADV
374,374,दक्षिणकडे,1,South,NOUN
375,375,थेट,1,Directly,ADV
376,376,त्वरित,1,Urgent,NOUN
377,377,त्याप्रसंगी,1,In the meantime,NOUN
378,378,दरम्यानच,1,In the meantime,NOUN
379,379,त्याकाळच्या,1,Period,NOUN
380,380,त्याकाळची,1,At that time,NOUN
381,381,तोपर्यंतच,1,Until then,NOUN
382,382,तेव्हाचे,1,Of those,ADV
383,383,तेवढ्यात,1,In the meantime,NOUN
384,384,तिथल्या,1,In,ADP
385,385,दुरवर,1,Over,ADP
386,386,दुसरा,1,Another,ADV
387,387,दोनवेळा,1,Twice,ADV
388,388,तिकडेच,1,There,ADV
389,389,ताबडतोब,1,Immediately,ADV
390,390,दूरच,1,Far away,NOUN
391,391,दूरचेच,1,Distant,NOUN
392,392,दूरदूरपर्यंत,1,Far away,NOUN
393,393,दूरदूरहून,1,Far from,NOUN
394,394,तत्पूर्वीच,1,Already,ADV
395,395,दूरवरचा,1,Distant,NOUN
396,396,दूरवरच्या,1,Far -reaching,NOUN
397,397,दूरवरून,1,Farfetly,ADV
398,398,दूरून,1,Far,NOUN
399,399,दूरूनच,1,Far from,NOUN
400,400,पश्‍चिमेकडील,1,West,NOUN
401,401,पहिले,1,First,ADV
402,402,पहिल्यांदा,1,For the first time,NOUN
403,403,बाहेरपर्यंत,1,Exterior,NOUN
404,404,प्रथमच,1,For the first time,NOUN
405,405,कालचीच,1,Timid,NOUN
406,406,बघताक्षणी,1,At the same time,NOUN
407,407,बरोबर,1,Well,ADV
408,408,बहुतेकवेळा,1,Mostly,ADV
409,409,बाजूने,1,Side,NOUN
410,410,कालचं,1,Yesterday,NOUN
411,411,कानाकोपर्‍यात,1,Early,ADV
412,412,बाहेरच,1,Outdoor,NOUN
413,413,बाहेरचे,1,External,ADV
414,414,काठोकाठ,1,Surrounded,ADV
415,415,बाहेरच्यांशी,1,Outsiders,NOUN
416,416,कधी-कधी,1,Sometimes,ADV
417,417,प्रतिवर्षी,1,Annually,ADV
418,418,बाहेरुन,1,Externally,ADV
419,419,कडेच्या,1,Core,NOUN
420,420,बाहेरूनही,1,Externally,ADV
421,421,भूतकाळात,1,In the past,NOUN
422,422,भोवती,1,Around,ADP
423,423,ऐनवेळी,1,At the time,NOUN
424,424,एकामागोमाग,1,Reciprocate,NOUN
425,425,मघापासून,1,Dilute,NOUN
426,426,मधलीच,1,Middle,NOUN
427,427,मधल्या,1,Middle,NOUN
428,428,एकवेळेला,1,Unanimous,ADV
429,429,एकवेळा,1,One -time,NOUN
430,430,कालपरवापर्यंत,1,Up to the time of time,NOUN
431,431,प्रतिदिन,1,Day,NOUN
432,432,पाठीमागे,1,Backward,NOUN
433,433,पुनःपुन्हा,1,Again,NOUN
434,434,खालून,1,Under,ADP
435,435,पाठोमागच्या,1,Under,ADP
436,436,खालीवर,1,Underneath,ADP
437,437,खालपर्यंत,1,Underneath,ADP
438,438,पुढचे,1,Front,NOUN
439,439,खालचे,1,Low,ADV
440,440,पुढच्याच,1,Next,ADP
441,441,पुढल्या,1,Next,ADP
442,442,खालचा,1,Low,ADV
443,443,पुढीलप्रमाणे,1,Further,ADV
444,444,क्षणार्धात,1,Ethly,ADV
445,445,पुढेदेखील,1,Forward,ADV
446,446,क्वचित,1,Rarely,ADV
447,447,पैकी,1,Out,ADP
448,448,केव्हाही,1,Anytime,ADV
449,449,केव्हाच,1,When,ADV
450,450,पूर्वीच,1,Before,ADP
451,451,पूर्वीचीच,1,Preceding,ADV
452,452,कुठेकुठे,1,Wherever,ADV
453,453,कालांतराने,1,Periodically,ADV
454,454,पूर्वीपेक्षा,1,Than before,NOUN
455,455,पूर्वेकडचा,1,East,NOUN
456,456,कालबाह्य,1,Outdated,ADV
457,457,पूर्वेकडे,1,Eastward,NOUN
458,458,कालपासून,1,Since yesterday,NOUN
459,459,पूर्वेस,1,East,NOUN
460,460,हल्ली,1,Lately,ADV
